name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_257,True,True,17.1691,55.41,27.59,0.0491,0.3278,0.000,False
test_258,True,True,7.3871,43.85,32.16,0.0000,0.3975,0.000,False
test_259,True,True,8.8306,50.21,36.10,0.0000,0.4616,0.000,False
test_260,True,True,0.6582,1.03,0.10,0.7975,0.3133,0.000,True
test_261,True,True,2.6630,3.08,1.40,0.4070,0.3804,0.526,True
test_262,True,True,20.5541,124.20,90.84,0.0000,0.2152,0.036,False
test_263,True,True,2.9442,17.74,12.89,0.0043,0.2246,0.000,False
test_264,True,True,8.1223,35.41,21.28,0.0164,0.1709,0.000,False
test_265,True,True,6.1777,0.78,9.31,0.1354,0.2803,0.161,False
test_266,True,True,7.1286,1.58,13.15,0.1144,0.2752,0.223,False
test_267,True,True,2.2824,13.35,9.40,0.0173,0.2777,0.000,False
test_268,True,True,3.5231,12.38,6.17,0.1567,0.2365,0.000,False
test_269,True,True,1.4728,6.35,3.76,0.2437,0.2202,0.000,True
test_270,True,True,13.3175,65.64,44.53,0.0000,0.4387,0.000,False
test_271,True,True,5.7204,2.42,11.70,0.1229,0.4551,0.000,False
test_272,True,True,13.1680,41.60,20.25,0.0622,0.4059,0.000,False
test_273,True,True,9.4477,55.22,39.98,0.0000,0.4100,0.000,False
test_274,True,True,7.0232,21.37,32.50,0.0000,0.2228,0.043,False
test_275,True,True,5.7534,3.06,12.47,0.1091,0.3605,0.036,False
test_276,True,True,16.7824,41.86,15.15,0.0498,0.3616,0.000,False
test_277,True,True,12.1234,46.92,27.62,0.0105,0.4179,0.000,False
test_278,True,True,0.6336,3.66,2.62,0.4888,0.4379,0.576,True
test_279,True,True,2.9577,25.62,20.87,0.0000,0.3574,0.000,False
test_280,True,True,13.1845,40.82,19.96,0.0611,0.4253,0.000,False
test_281,True,True,9.8600,21.08,5.50,0.0859,0.4388,0.000,False
test_282,True,True,6.2394,12.42,2.30,0.1359,0.3945,0.000,False
test_283,True,True,12.5240,39.38,19.28,0.0666,0.4318,0.000,False
test_284,True,True,4.0252,99.73,93.26,0.0000,0.3552,0.115,False
